0, 0, 0
1615.99, -251.883, 
333.419, -7.36619, 
323.736, 3.00179, 
325.666, 14.7528, 
0, 0, 
4457.93, 2024.26, 
4432.57, 2199.44, 
4079.73, 2205.04, 
4698.87, 2750.62, 
4415.29, 2797.64, 
1752.79, 1221.62, 
1704.94, 1279.67, 
1624.73, 1309.09, 
1584.86, 1370.89, 
1547.42, 1435.9, 
1515.62, 1509.02, 
2793.91, 3916.91, 
1254.43, 3963.47, 
1684.44, 8087.19, 
1404.48, 8160.27, 
1081.36, 8044.14, 
799.715, 8074.49, 
521.099, 8154.87, 
108.701, 4194.84, 
-337.402, 8243.6, 
-625.5, 8234.78, 
-1158.42, 3899.05, 
-1299.04, 3871.89, 
-2613.55, 5252.72, 
-2884.94, 5327.24, 
-2870.2, 4881.76, 
-2695.32, 3919.43, 
-3104.79, 3903.26, 
-1458.06, 1685.64, 
-1561.57, 1682.84, 
-349.837, 300.609, 
-0, 0, 
-3061.96, 2174.01, 
-3055.04, 2013.71, 
-3035.18, 1850.87, 
-2431.93, 1362.82, 
-2453.12, 1264.29, 
-2471.7, 1159.14, 
-2488.74, 1063.63, 
-2499.46, 964.93, 
-2501.14, 867.319, 
-2503.57, 770.648, 
-3180.15, 746.082, 
-3168.87, 626.734, 
-3179.92, 514.324, 
-3174.96, 399.508, 
-3169.2, 285.109, 
-3223.95, 176.014, 
-3206.74, 69.9712, 
-369.767, -40.7002, 
-369.195, -54.8678, 
-370.762, -65.4797, 
-363.666, -79.4791, 
-350.64, -114.141, 
-3259.47, -976.144, 
-3263.44, -1102.83, 
-3101.02, -1299.37, 
-3289.4, -1513.17, 
-2932.87, -1609.03, 
-2627.21, -1565.94, 
-2552.5, -1643.79, 
-1975.37, -1834.02, 
-890.67, -1037.67, 
-832.846, -1045.27, 
-777.56, -1049.61, 
-725.85, -1056.12, 
-675.747, -1061.99, 
-623.278, -1060.1, 
-575.641, -1060.89, 
-529.968, -1066.59, 
-528.722, -1161.85, 
-518.271, -1247.37, 
-456.04, -1218.72, 
-410.486, -1216.88, 
-369.772, -1237.17, 
-357.292, -1360.1, 
-295.93, -1312.81, 
-243.34, -1287.46, 
-193.267, -1262.54, 
-155.098, -1319.67, 
-110.283, -1344.99, 
-15.2145, -1267.91, 
29.4188, -1268.91, 
72.2602, -1266.44, 
118.466, -1274, 
162.256, -1267.15, 
209.377, -1274.67, 
255.896, -1277.37, 
303.481, -1284.13, 
352.244, -1289.25, 
404.112, -1301.45, 
454.236, -1304.16, 
974.503, -1926.84, 
1245.21, -1938.22, 
1342.89, -1939.16, 
1460.32, -1960.06, 
1556.84, -1945.21, 
1694.34, -1975.07, 
1822.1, -1981.96, 
592.226, -574.722, 
586.052, -530.875, 
604.17, -509.773, 
631.863, -497.562, 
666.922, -487.331, 
732.359, -498.645, 
766.203, -484.9, 
810.107, -473.329, 
0, 0, 
4169.8, -1994.48, 
4178.05, -1819.38, 
4064.32, -1602.26, 
4053.44, -1436.64, 
0, 0, 0
1623.23, -258.91, 
1421.81, -172.609, 
333.342, -10.2755, 
325.992, 2.31145, 
325.344, 16.25, 
0, 0, 
4462.03, 2008.53, 
4269.36, 2102.52, 
4118.27, 2209.93, 
4439.48, 2582.54, 
4307.29, 2711.13, 
1774.79, 1227.63, 
1710.27, 1274.21, 
1644.1, 1317.32, 
1589.35, 1366.45, 
1552.66, 1431.34, 
1519.36, 1502.06, 
2806.08, 3909.12, 
2939.38, 5126.62, 
2766.97, 7634.55, 
1232.11, 3849.11, 
1427.7, 8148.88, 
1139, 8152.82, 
829.101, 8079.07, 
545.772, 8123.19, 
121.812, 4134.71, 
-308.184, 8244.99, 
-598.422, 8235.04, 
-1795.61, 8324.8, 
-1145.66, 3902.82, 
-1271.93, 3836.13, 
-2779.25, 6178.7, 
-2610.83, 5294.24, 
-2828.68, 5264.42, 
-2839.09, 4865.21, 
-2687.27, 3935.25, 
-3105.02, 3929.88, 
-1457.94, 1697.63, 
-1542.43, 1675, 
-333.516, 284.692, 
-0, 0, 
-3054.24, 2186.12, 
-3046.48, 2021.21, 
-3041.25, 1868.25, 
-2438.06, 1375.88, 
-2451.19, 1273.46, 
-2467.71, 1168.79, 
-2486, 1071.28, 
-2496.29, 973.105, 
-2498.76, 874.901, 
-2512.47, 781.645, 
-3167.46, 636.336, 
-3178.86, 523.942, 
-3175.1, 408.324, 
-3169, 295.548, 
-3192.56, 186.528, 
-3206.97, 81.352, 
-369.866, -39.7925, 
-369.468, -51.2064, 
-370.498, -65.5372, 
-370.523, -79.7082, 
0, -0, 
-3267.33, -1091.25, 
-3078.24, -1279.97, 
-3153.27, -1441.18, 
-2937.68, -1600.22, 
-2631.67, -1555.98, 
-2558.23, -1637.63, 
-1993.57, -1836.8, 
-894.281, -1037.86, 
-837.741, -1042.64, 
-780.556, -1047.08, 
-735.727, -1059.93, 
-678.39, -1059.11, 
-627.576, -1058.14, 
-581.049, -1063.92, 
-531.466, -1063.05, 
-528.349, -1151.86, 
-523.659, -1245.93, 
-462.343, -1224.36, 
-416.736, -1221.1, 
-374.663, -1237.53, 
-361.499, -1359.51, 
-300.113, -1311.35, 
-247.788, -1287.88, 
-195.98, -1268.7, 
-158.754, -1310.67, 
-115.31, -1343.31, 
-69.3377, -1358.48, 
-19.0353, -1246.35, 
25.2562, -1268.5, 
68.8605, -1267.63, 
115.014, -1274.57, 
159.675, -1271.77, 
204.172, -1268.93, 
250.969, -1278.09, 
300.043, -1283.65, 
347.763, -1289.43, 
399.986, -1301.94, 
449.803, -1305.17, 
967.52, -1928.68, 
1239.8, -1943.76, 
1335.8, -1941.33, 
1452.17, -1963.62, 
1549.46, -1950.13, 
1676.35, -1967.1, 
1805.22, -1974.37, 
585.988, -531.691, 
602.08, -512.24, 
628.227, -496.923, 
660.901, -487.926, 
731.063, -500.101, 
760.449, -484.168, 
803.985, -472.403, 
0, 0, 
4161.77, -2006, 
4103.64, -1802.97, 
4041.38, -1607.24, 
3993.09, -1428.75, 
0, 0, 0
1680.46, -274.621, 
333.105, -9.8136, 
325.996, 1.68914, 
322.593, 16.2008, 
0, 0, 
4466.12, 1995.75, 
4163.36, 2037.64, 
4420.97, 2555.66, 
4243.16, 2656.25, 
1791.06, 1227.37, 
1713.48, 1268.63, 
1647.72, 1313.59, 
1604.47, 1371.86, 
1556.72, 1428.03, 
1522.74, 1497.21, 
2816.73, 3901.46, 
2951.46, 5118.52, 
1218.75, 3782.5, 
1152.36, 8119.13, 
849.462, 8103.35, 
563.095, 8116.24, 
-292.453, 8245.82, 
-580.7, 8239.81, 
-1142.31, 3923.08, 
-2601.05, 5299.89, 
-2820.98, 5274.22, 
-2817.74, 4849.87, 
-2678.96, 3941.51, 
-3095.35, 3933.04, 
-1456.43, 1700.56, 
-1554.31, 1691.59, 
-1926.23, 1964.43, 
-324.577, 280.136, 
-0, 0, 
-3067.31, 2201.8, 
-3057.11, 2035.47, 
-3050.32, 1880.7, 
-2435.81, 1379.87, 
-2452.01, 1277.29, 
-2466.34, 1172.26, 
-2484.47, 1075.45, 
-2493.96, 977.686, 
-2497.56, 879.835, 
-2504.29, 784.348, 
-3167.33, 640.803, 
-3178.49, 529.224, 
-3174.18, 413.487, 
-3184.52, 301.376, 
-3177.93, 188.282, 
-3207.35, 85.7381, 
-3232.64, -26.4476, 
-369.952, -38.9855, 
-369.538, -50.7025, 
-370.429, -64.4837, 
-371.163, -76.6742, 
0, -0, 
-3267.22, -1089.23, 
-3080.91, -1276.15, 
-3186.4, -1451.08, 
-2939.42, -1595.98, 
-2633.37, -1553.11, 
-2560.89, -1634.41, 
-1993.15, -1835.41, 
-896.022, -1037.02, 
-838.368, -1043.42, 
-785.126, -1050.22, 
-734.579, -1059.51, 
-679.834, -1058.19, 
-627.67, -1058.96, 
-580.929, -1063.7, 
-532.224, -1062.39, 
-528.977, -1151.57, 
-526.907, -1252.7, 
-464.435, -1223.84, 
-416.15, -1221.56, 
-375.001, -1237.43, 
-362.917, -1358.87, 
-299.699, -1311.18, 
-248.234, -1288.3, 
-197.633, -1267.94, 
-158.814, -1311.17, 
-114.496, -1338.11, 
-69.7338, -1358.96, 
-18.0301, -1247.37, 
24.2136, -1268.27, 
69.8395, -1272.84, 
114.689, -1274.85, 
159.359, -1272.06, 
203.826, -1268.98, 
252.015, -1277.89, 
298.766, -1282.92, 
346.513, -1288.99, 
400.255, -1300.29, 
451.063, -1304.2, 
543.975, -1421.74, 
967.485, -1927.29, 
1239.95, -1945.16, 
1329.03, -1932.63, 
1451.9, -1961.01, 
1549.15, -1949.74, 
1676.52, -1967.29, 
1805.56, -1974.74, 
585.235, -533.633, 
603.247, -511.252, 
628.437, -496.254, 
661.102, -488.075, 
731.401, -499.162, 
761.452, -483.057, 
803.856, -472.622, 
0, 0, 
4165.89, -2003.79, 
4104.62, -1800.73, 
4042.54, -1607.7, 
3992.54, -1427.32, 
0, 0, 0
1662.82, -269.411, 
1286.13, -157.561, 
333.066, -11.0853, 
327.492, 2.23278, 
322.719, 13.473, 
0, 0, 
4461.38, 1996.55, 
4135.53, 2026.82, 
4153.35, 2218.56, 
4415.63, 2557.4, 
4282.69, 2682.62, 
1788.74, 1227.21, 
1713.64, 1270.92, 
1648.89, 1314.53, 
1603.54, 1374.1, 
1555.69, 1431, 
1522.17, 1499.92, 
2811.93, 3901.53, 
2929.81, 5090.6, 
2988.73, 5635.81, 
3034.51, 6230.3, 
2784.68, 7644.35, 
1237.95, 3845.66, 
1141.14, 8087.64, 
840.854, 8106.51, 
553.747, 8109.62, 
-301.457, 8245.74, 
-589.313, 8233.94, 
-1150.26, 3930.39, 
-1270.57, 3835.53, 
-2609.27, 5298.35, 
-2848.47, 5311.68, 
-2835.48, 4868.18, 
-2666.11, 3908.83, 
-3100.4, 3928.43, 
-1457.8, 1698.41, 
-1549.89, 1683.09, 
-331.263, 283.864, 
-0, 0, 
-3067.27, 2196.71, 
-3056.42, 2030.2, 
-3050.32, 1874.97, 
-2435.41, 1377.01, 
-2455.66, 1274.08, 
-2469.61, 1168.86, 
-2485.65, 1072.74, 
-2495.49, 975.147, 
-2498.76, 875.665, 
-2511.78, 782.182, 
-3170.82, 636.111, 
-3178.76, 523.034, 
-3176.48, 409.382, 
-3184.18, 296.964, 
-3192.16, 184.757, 
-3207.74, 80.4962, 
-370.056, -37.9764, 
-369.342, -52.113, 
-370.341, -64.9888, 
-370.126, -80.3623, 
0, -0, 
-3265.73, -1093.69, 
-3093.93, -1288.47, 
-3165.77, -1446.9, 
-2936.37, -1601.59, 
-2631.9, -1558.05, 
-2558.42, -1638.73, 
-2392.64, -1655, 
-1991.15, -1837.58, 
-894.324, -1038.49, 
-837.101, -1044.76, 
-782.66, -1050.5, 
-732.565, -1059.69, 
-678.968, -1058.74, 
-627.092, -1059.3, 
-579.478, -1064.49, 
-534.396, -1067.45, 
-528.766, -1152.76, 
-524.76, -1253.33, 
-462.009, -1224.49, 
-415.07, -1221.66, 
-371.553, -1238.2, 
-361.193, -1359.85, 
-298.213, -1311.27, 
-245.868, -1289.27, 
-196.173, -1267.66, 
-156.429, -1312.46, 
-112.608, -1346.3, 
-68.3671, -1368.79, 
-16.1749, -1261.9, 
26.6241, -1267.72, 
70.8391, -1272.03, 
116.729, -1274.16, 
161.91, -1267.2, 
206.409, -1269.58, 
252.711, -1277.75, 
300.865, -1282.43, 
350.027, -1288.04, 
401.097, -1299.25, 
452.048, -1303.6, 
970.937, -1925, 
1240.11, -1932.59, 
1343.48, -1944.53, 
1455.26, -1958.84, 
1554.4, -1946.51, 
1681.99, -1963.93, 
1821.87, -1983.87, 
586.438, -532.683, 
603.944, -510.429, 
629.174, -495.723, 
666.518, -487.036, 
732.217, -497.964, 
762.48, -482.835, 
809.675, -473.077, 
0, 0, 
4190.23, -2005.65, 
4095.75, -1615.94, 
4112.42, -1458.81, 
0, 0, 0
1619.6, -257.878, 
1421.76, -172.997, 
333.136, -8.72347, 
325.737, 2.9315, 
325.432, 14.3865, 
0, 0, 
4455.23, 2008.4, 
4376.6, 2159.78, 
4107.43, 2208.45, 
4487.04, 2615.13, 
4315.22, 2721.06, 
1765.23, 1223.87, 
1711.52, 1275.87, 
1635.94, 1311.51, 
1599.79, 1378.47, 
1559.49, 1442.37, 
1520.15, 1506.94, 
2798.47, 3907.51, 
2948.89, 5159.49, 
1246.43, 3915.92, 
1695, 8082.68, 
1411.25, 8146.41, 
1086.36, 8031.61, 
814.022, 8106.23, 
526.346, 8098.16, 
113.054, 4186.47, 
-328.638, 8249.71, 
-618.444, 8231.05, 
-1153.24, 3889.38, 
-1303.55, 3888.84, 
-2609.22, 5247.61, 
-2881.6, 5321.09, 
-2853.54, 4856.46, 
-2693.76, 3917.16, 
-3113.82, 3914.61, 
-1452.17, 1678.84, 
-1556.69, 1678.5, 
-350.949, 301.232, 
-0, 0, 
-3056.25, 2169.96, 
-3049.37, 2006.4, 
-3036.69, 1848.38, 
-2440.9, 1365.22, 
-2460.72, 1264.81, 
-2474.5, 1159.64, 
-2491.1, 1063.83, 
-2498.38, 962.166, 
-2501.37, 864.345, 
-2514.9, 770.382, 
-3179.99, 742.385, 
-3173.4, 623.135, 
-3180.65, 508.213, 
-3178.84, 394.713, 
-3161.62, 280.081, 
-3211.61, 172.705, 
-3207.33, 65.6089, 
-369.654, -41.7084, 
-369.314, -54.0622, 
-370.216, -65.6956, 
-360.893, -79.2857, 
-350.107, -115.766, 
-3258.53, -983.614, 
-3258.97, -1108.25, 
-3129.72, -1187.7, 
-3142.64, -1324.88, 
-3282.19, -1517.45, 
-2927.82, -1614.58, 
-2600.19, -1555.6, 
-2538.83, -1642.84, 
-1958.15, -1825.01, 
-886.499, -1040.25, 
-831.651, -1048.46, 
-774.653, -1049.28, 
-721.285, -1054.4, 
-670.662, -1057.81, 
-620.763, -1062.44, 
-572.781, -1066.69, 
-527.5, -1068.93, 
-528.218, -1170.04, 
